+------------+--------+--------+--------+----------+--------+----------+--------+----------+-----------+----------+----------+
|    Date    |  Close |   MA10 |   MA40 | InSignal |  Entry | ExSignal |   Exit | Position | StopLevel |      MTM |   Equity |
| 2003-10-07 |  72.79 |  71.09 |  70.84 |          |        |          |        |      119 |     71.06 |   298.80 |  8703.71 |
| 2003-10-08 |  72.61 |  71.30 |  70.92 |          |        |          |        |      119 |     71.06 |   277.20 |  8682.11 |
| 2003-10-09 |  72.81 |  71.57 |  71.02 |          |        |          |        |      119 |     71.19 |   300.46 |  8705.37 |
| 2003-10-10 |  73.01 |  71.90 |  71.12 |          |        |          |        |      119 |     71.19 |   324.56 |  8729.47 |
| 2003-10-13 |  73.24 |  72.17 |  71.22 |          |        |          |        |      119 |     71.19 |   351.98 |  8756.89 |
| 2003-10-14 |   73.5 |  72.55 |  71.31 |          |        |          |        |      119 |     71.19 |   382.72 |  8787.62 |
| 2003-10-15 |   73.3 |  72.75 |  71.39 |          |        |          |        |      119 |     71.19 |   359.46 |  8764.36 |
| 2003-10-16 |   73.6 |  72.95 |  71.48 |          |        |          |        |      119 |     71.19 |   394.35 |  8799.26 |
| 2003-10-17 |  72.79 |  73.02 |  71.55 |          |        |          |        |      119 |     71.19 |   298.80 |  8703.71 |
| 2003-10-20 |  73.34 |  73.10 |  71.65 |          |        |          |        |      119 |     71.19 |   363.61 |  8768.51 |
| 2003-10-21 |  73.21 |  73.14 |  71.74 |          |        |          |        |      119 |     71.19 |   348.65 |  8753.56 |
| 2003-10-22 |  72.29 |  73.11 |  71.81 |          |        |          |        |      119 |     71.19 |   238.98 |  8643.89 |
| 2003-10-23 |  72.16 |  73.04 |  71.87 |          |        |          |        |      119 |     71.19 |   223.20 |  8628.10 |
| 2003-10-24 |  72.32 |  72.97 |  71.93 |          |        |          |        |      119 |     71.19 |   242.30 |  8647.21 |
| 2003-10-27 |  72.35 |  72.89 |  71.97 |          |        |          |        |      119 |     71.19 |   246.46 |  8651.36 |
| 2003-10-28 |  73.34 |  72.87 |  72.02 |          |        |          |        |      119 |     71.19 |   363.61 |  8768.51 |
| 2003-10-29 |  73.44 |  72.88 |  72.06 |          |        |          |        |      119 |     71.19 |   375.24 |  8780.15 |
| 2003-10-30 |  73.59 |  72.88 |  72.10 |          |        |          |        |      119 |     71.24 |   393.52 |  8798.43 |
| 2003-10-31 |  73.52 |  72.95 |  72.15 |          |        |          |        |      119 |     71.57 |   385.21 |  8790.12 |
| 2003-11-03 |   74.0 |  73.02 |  72.19 |          |        |          |        |      119 |     72.18 |   442.54 |  8847.44 |
| 2003-11-04 |  73.84 |  73.08 |  72.25 |          |        |          |        |      119 |     72.70 |   423.43 |  8828.34 |
| 2003-11-05 |   73.9 |  73.24 |  72.33 |          |        |          |        |      119 |     72.85 |   430.07 |  8834.98 |
| 2003-11-06 |  74.29 |  73.46 |  72.40 |          |        |          |        |      119 |     72.92 |   476.61 |  8881.51 |
| 2003-11-07 |  73.74 |  73.60 |  72.47 |          |        |          |        |      119 |     73.05 |   410.96 |  8815.87 |
| 2003-11-10 |  73.44 |  73.71 |  72.53 |          |        |          |        |      119 |     73.09 |   375.24 |  8780.15 |
| 2003-11-11 |  73.41 |  73.72 |  72.56 |          |        |          |        |      119 |     73.10 |   372.75 |  8777.66 |
| 2003-11-12 |  74.24 |  73.80 |  72.62 |          |        |          |        |      119 |     73.10 |   470.79 |  8875.69 |
| 2003-11-13 |  74.26 |  73.86 |  72.66 |          |        |          |        |      119 |     73.10 |   473.28 |  8878.19 |
| 2003-11-14 |  73.63 |  73.87 |  72.69 |          |        |          |        |      119 |     73.17 |   398.51 |  8803.41 |
| 2003-11-17 |  73.26 |  73.80 |  72.73 |          |        |          |        |      119 |     73.17 |   354.47 |  8759.37 |
| 2003-11-18 |   72.5 |  73.67 |  72.75 |          |        |          |        |      119 |     73.17 |   263.91 |  8668.82 |
| 2003-11-19 |  73.11 |  73.59 |  72.81 |          |        |          |        |      119 |     73.17 |   337.02 |  8741.93 |
| 2003-11-20 |  72.46 |  73.40 |  72.87 |          |        |          |        |      119 |     73.17 |   258.92 |  8663.83 |
| 2003-11-21 |  72.76 |  73.31 |  72.94 |          |        |          |        |      119 |     73.17 |   294.65 |  8699.56 |
| 2003-11-24 |  73.72 |  73.33 |  73.03 |          |        |          |        |      119 |     73.17 |   409.30 |  8814.21 |
| 2003-11-25 |   74.0 |  73.39 |  73.13 |          |        |          |        |      119 |     73.17 |   442.54 |  8847.44 |
| 2003-11-26 |  74.27 |  73.40 |  73.21 |          |        |          |        |      119 |     73.17 |   474.11 |  8879.02 |
| 2003-11-28 |  74.32 |  73.40 |  73.28 |          |        |          |        |      119 |     73.17 |   480.76 |  8885.66 |
| 2003-12-01 |  75.12 |  73.55 |  73.35 |          |        |          |        |      119 |     73.55 |   576.30 |  8981.21 |
| 2003-12-02 |  74.94 |  73.72 |  73.41 |          |        |          |        |      119 |     73.63 |   553.87 |  8958.78 |
| 2003-12-03 |  74.82 |  73.95 |  73.46 |          |        |          |        |      119 |     73.77 |   539.74 |  8944.65 |
| 2003-12-04 |  75.12 |  74.15 |  73.52 |          |        |          |        |      119 |     73.77 |   576.30 |  8981.21 |
| 2003-12-05 |   74.6 |  74.37 |  73.57 |          |        |          |        |      119 |     73.77 |   513.99 |  8918.90 |
| 2003-12-08 |   75.1 |  74.60 |  73.62 |          |        |          |        |      119 |     73.77 |   573.81 |  8978.72 |
| 2003-12-09 |  74.52 |  74.68 |  73.65 |          |        |          |        |      119 |     73.77 |   504.85 |  8909.76 |
| 2003-12-10 |  74.52 |  74.73 |  73.68 |          |        |          |        |      119 |     73.77 |   504.02 |  8908.93 |
| 2003-12-11 |  75.36 |  74.84 |  73.73 |          |        |          |        |      119 |     73.77 |   603.72 |  9008.63 |
| 2003-12-12 |   75.5 |  74.96 |  73.78 |          |        |          |        |      119 |     73.77 |   621.17 |  9026.08 |
| 2003-12-15 |  75.12 |  74.96 |  73.83 |          |        |          |        |      119 |     74.03 |   576.30 |  8981.21 |
| 2003-12-16 |  75.52 |  75.02 |  73.89 |          |        |          |        |      119 |     74.03 |   622.83 |  9027.74 |
| 2003-12-17 |  75.75 |  75.11 |  73.95 |          |        |          |        |      119 |     74.03 |   651.08 |  9055.99 |
| 2003-12-18 |   76.6 |  75.26 |  74.06 |          |        |          |        |      119 |     74.03 |   752.44 |  9157.35 |
| 2003-12-19 |  76.39 |  75.44 |  74.17 |          |        |          |        |      119 |     74.03 |   727.07 |  9131.97 |
| 2003-12-22 |  76.92 |  75.62 |  74.28 |          |        |          |        |      119 |     74.03 |   790.51 |  9195.42 |
| 2003-12-23 |  76.97 |  75.87 |  74.40 |          |        |          |        |      119 |     74.03 |   796.35 |  9201.26 |
| 2003-12-24 |   76.9 |  76.10 |  74.49 |          |        |          |        |      119 |     74.08 |   787.17 |  9192.07 |
| 2003-12-26 |  76.95 |  76.26 |  74.58 |          |        |          |        |      119 |     74.18 |   793.85 |  9198.76 |
| 2003-12-29 |  77.98 |  76.51 |  74.68 |          |        |          |        |      119 |     75.03 |   915.72 |  9320.63 |
| 2003-12-30 |  77.99 |  76.80 |  74.80 |          |        |          |        |      119 |     75.06 |   917.39 |  9322.30 |
| 2003-12-31 |  78.06 |  77.05 |  74.90 |          |        |          |        |      119 |     75.15 |   925.74 |  9330.65 |
| 2004-01-02 |  78.03 |  77.28 |  75.00 |          |        |          |        |      119 |     75.56 |   921.56 |  9326.47 |
| 2004-01-05 |  78.87 |  77.51 |  75.13 |          |        |          |        |      119 |     75.58 |  1022.57 |  9427.48 |
| 2004-01-06 |  78.95 |  77.76 |  75.24 |          |        |          |        |      119 |     75.58 |  1031.75 |  9436.66 |
| 2004-01-07 |  79.22 |  77.99 |  75.38 |          |        |          |        |      119 |     75.58 |  1063.48 |  9468.38 |
| 2004-01-08 |  79.53 |  78.25 |  75.53 |          |        |          |        |      119 |     75.59 |  1101.04 |  9505.95 |
| 2004-01-09 |  78.84 |  78.44 |  75.67 |          |        |          |        |      119 |     75.62 |  1018.40 |  9423.31 |
| 2004-01-12 |  79.42 |  78.69 |  75.80 |          |        |          |        |      119 |     75.62 |  1087.68 |  9492.59 |
| 2004-01-13 |  78.96 |  78.79 |  75.92 |          |        |          |        |      119 |     75.62 |  1032.59 |  9437.50 |
| 2004-01-14 |  79.62 |  78.95 |  76.06 |          |        |          |        |      119 |     75.64 |  1111.06 |  9515.97 |
| 2004-01-15 |  79.81 |  79.13 |  76.23 |          |        |          |        |      119 |     76.00 |  1134.43 |  9539.34 |
| 2004-01-16 |  80.13 |  79.34 |  76.42 |          |        |          |        |      119 |     76.29 |  1171.99 |  9576.90 |
| 2004-01-20 |  80.11 |  79.46 |  76.59 |          |        |          |        |      119 |     76.55 |  1169.49 |  9574.40 |
| 2004-01-21 |  80.74 |  79.64 |  76.80 |          |        |          |        |      119 |     76.98 |  1244.61 |  9649.52 |
| 2004-01-22 |  80.53 |  79.77 |  77.00 |          |        |          |        |      119 |     77.19 |  1219.57 |  9624.48 |
| 2004-01-23 |  80.27 |  79.84 |  77.16 |          |        |          |        |      119 |     77.37 |  1188.69 |  9593.60 |
| 2004-01-26 |  81.28 |  80.09 |  77.34 |          |        |          |        |      119 |     77.81 |  1308.89 |  9713.80 |
| 2004-01-27 |  80.45 |  80.19 |  77.50 |          |        |          |        |      119 |     78.30 |  1209.56 |  9614.47 |
| 2004-01-28 |  79.53 |  80.25 |  77.63 |          |        |          |        |      119 |     78.55 |  1100.21 |  9505.11 |
| 2004-01-29 |   79.6 |  80.25 |  77.74 |          |        |          |        |      119 |     78.73 |  1109.38 |  9514.29 |
| 2004-01-30 |   79.6 |  80.22 |  77.86 |          |        |          |        |      119 |     78.94 |  1109.38 |  9514.29 |
| 2004-02-02 |  79.95 |  80.21 |  77.98 |          |        |          |        |      119 |     79.21 |  1150.29 |  9555.20 |
| 2004-02-03 |  79.81 |  80.18 |  78.10 |          |        |          |        |      119 |     79.53 |  1134.43 |  9539.34 |
| 2004-02-04 |  79.16 |  80.02 |  78.22 |          |        |          |        |      119 |     79.67 |  1056.80 |  9461.70 |
| 2004-02-05 |  79.39 |  79.91 |  78.32 |          |        |          |        |      119 |     79.83 |  1084.34 |  9489.25 |
| 2004-02-06 |  80.28 |  79.91 |  78.47 |          |        |          |        |      119 |     79.97 |  1190.36 |  9595.27 |
| 2004-02-09 |  80.31 |  79.81 |  78.61 |          |        |          |        |      119 |     80.17 |  1192.86 |  9597.77 |
| 2004-02-10 |  80.57 |  79.82 |  78.74 |          |        |          |        |      119 |     80.19 |  1223.75 |  9628.66 |
| 2004-02-11 |  81.42 |  80.01 |  78.89 |          |        |          |        |      119 |     80.19 |  1325.59 |  9730.50 |
| 2004-02-12 |  81.13 |  80.16 |  79.04 |          |        |          |        |      119 |     80.19 |  1290.53 |  9695.44 |
| 2004-02-13 |  80.76 |  80.28 |  79.17 |          |        |          |        |      119 |     80.19 |  1247.12 |  9652.03 |
| 2004-02-17 |  81.49 |  80.43 |  79.31 |          |        |          |        |      119 |     80.19 |  1333.94 |  9738.85 |
| 2004-02-18 |  81.13 |  80.56 |  79.43 |          |        |          |        |      119 |     80.19 |  1291.36 |  9696.27 |
| 2004-02-19 |  80.83 |  80.73 |  79.54 |          |        |          |        |      119 |     80.19 |  1255.47 |  9660.38 |
| 2004-02-20 |  80.59 |  80.85 |  79.63 |          |        |          |        |      119 |     80.19 |  1226.25 |  9631.16 |
| 2004-02-23 |  80.38 |  80.86 |  79.72 |          |        |          |        |      119 |     80.20 |  1202.05 |  9606.96 |
| 2004-02-24 |  80.24 |  80.85 |  79.80 |          |        |          |        |      119 |     80.21 |  1185.35 |  9590.26 |
| 2004-02-25 |  80.58 |  80.86 |  79.89 |          |        |          |        |      119 |     80.21 |  1225.42 |  9630.33 |
| 2004-02-26 |  80.63 |  80.78 |  79.95 |          |        |          |        |      119 |     80.22 |  1231.26 |  9636.17 |
| 2004-02-27 |  80.68 |  80.73 |  80.02 |          |        |          |        |      119 |     80.22 |  1237.94 |  9642.85 |
| 2004-03-01 |  81.48 |  80.81 |  80.11 |          |        |          |        |      119 |     80.22 |  1333.10 |  9738.01 |
| 2004-03-02 |  81.01 |  80.76 |  80.18 |          |        |          |        |      119 |     80.41 |  1276.34 |  9681.25 |
| 2004-03-03 |  81.15 |  80.76 |  80.24 |          |        |          |        |      119 |     80.41 |  1293.87 |  9698.78 |
| 2004-03-04 |  81.36 |  80.81 |  80.30 |          |        |          |        |      119 |     80.41 |  1318.91 |  9723.82 |
| 2004-03-05 |  81.64 |  80.92 |  80.36 |          |        |          |        |      119 |     80.41 |  1351.46 |  9756.37 |
| 2004-03-08 |  80.64 |  80.94 |  80.39 |          |        |          |        |      119 |     80.47 |  1232.93 |  9637.84 |
| 2004-03-09 |  80.32 |  80.95 |  80.42 |          |        |          |        |      119 |     80.50 |  1194.53 |  9599.44 |
| 2004-03-10 |  78.97 |  80.79 |  80.41 |          |        |          |        |      119 |     80.50 |  1034.25 |  9439.16 |
| 2004-03-11 |  77.95 |  80.52 |  80.39 |          |        |          |        |      119 |     80.50 |   912.38 |  9317.29 |
| 2004-03-12 |  78.97 |  80.35 |  80.37 |          |        |          |        |      119 |     80.50 |  1034.25 |  9439.16 |
| 2004-03-15 |   78.0 |  80.00 |  80.33 |          |        |   MA-    |  78.76 |      119 |     80.50 |  1008.38 |  9413.29 |
| 2004-03-16 |  78.42 |  79.74 |  80.28 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-17 |   79.3 |  79.56 |  80.26 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-18 |  79.32 |  79.35 |  80.23 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-19 |  78.18 |  79.01 |  80.17 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-22 |  77.19 |  78.66 |  80.09 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-23 |  77.05 |  78.33 |  79.99 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-24 |  77.12 |  78.15 |  79.90 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-25 |  78.14 |  78.17 |  79.87 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-26 |  78.16 |  78.09 |  79.83 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-29 |  79.26 |  78.21 |  79.82 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-30 |  79.52 |  78.32 |  79.81 |          |        |          |        |          |           |          |  9413.29 |
| 2004-03-31 |  79.62 |  78.36 |  79.81 |          |        |          |        |          |           |          |  9413.29 |
