+------------+--------+--------+--------+----------+--------+----------+--------+----------+-----------+----------+----------+
|    Date    |  Close |   MA10 |   MA40 | InSignal |  Entry | ExSignal |   Exit | Position | StopLevel |      MTM |   Equity |
| 2000-04-19 |  95.26 |  97.05 |  96.01 |          |        |          |        |      103 |     96.90 |  -184.24 |  9815.76 |
| 2000-04-20 |  95.72 |  96.60 |  96.18 |          |        |          |        |      103 |     96.90 |  -137.10 |  9862.90 |
| 2000-04-24 |  94.68 |  95.99 |  96.33 |          |        |          |        |      103 |     96.90 |  -244.22 |  9755.78 |
| 2000-04-25 |  98.61 |  95.81 |  96.54 |          |        |   MA-    |  96.26 |      103 |     96.90 |   -81.41 |  9918.59 |
| 2000-04-26 |   97.5 |  95.55 |  96.69 |          |        |          |        |          |           |          |  9918.59 |
| 2000-04-27 |  97.17 |  95.53 |  96.83 |          |        |          |        |          |           |          |  9918.59 |
| 2000-04-28 |  96.57 |  95.59 |  96.94 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-01 |  97.88 |  96.32 |  97.05 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-02 |  95.93 |  96.55 |  97.12 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-03 |  93.68 |  96.30 |  97.19 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-04 |  94.39 |  96.21 |  97.28 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-05 |  95.53 |  96.19 |  97.33 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-08 |  94.81 |  96.21 |  97.38 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-09 |  94.05 |  95.75 |  97.43 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-10 |  91.93 |  95.20 |  97.46 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-11 |  94.03 |  94.88 |  97.49 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-12 |  95.05 |  94.73 |  97.43 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-15 |   96.7 |  94.61 |  97.41 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-16 |  97.63 |  94.78 |  97.42 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-17 |  96.61 |  95.08 |  97.35 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-18 |  95.43 |  95.18 |  97.24 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-19 |  93.93 |  95.02 |  97.04 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-22 |  93.22 |  94.86 |  96.82 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-23 |  91.85 |  94.64 |  96.59 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-24 |  93.35 |  94.78 |  96.41 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-25 |  91.75 |  94.55 |  96.19 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-26 |  91.85 |  94.23 |  96.01 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-30 |  94.85 |  94.05 |  95.88 |          |        |          |        |          |           |          |  9918.59 |
| 2000-05-31 |  95.05 |  93.79 |  95.74 |          |        |          |        |          |           |          |  9918.59 |
| 2000-06-01 |  96.72 |  93.80 |  95.66 |          |        |          |        |          |           |          |  9918.59 |
| 2000-06-02 |   98.4 |  94.10 |  95.63 |          |        |          |        |          |           |          |  9918.59 |
| 2000-06-05 |  97.92 |  94.50 |  95.58 |          |        |          |        |          |           |          |  9918.59 |
| 2000-06-06 |  97.49 |  94.92 |  95.50 |          |        |          |        |          |           |          |  9918.59 |
| 2000-06-07 |  98.16 |  95.55 |  95.44 |          |        |          |        |          |           |          |  9918.59 |
